"Survey_Year","hh_categorisation_number","hh_categorisation_description","Food_code","Food_Code_description","ew:Sum(expenditure_*_household_weight)","ew2:Sum(expenditure_squared_*_household_weight_squared)","mw:Sum(members_of_household_*_household_weight)","mw2:(Sum(members_of_household_squared_*_household_weight_squared)","ewmw:Sum(expenditure_*_weighted_number_of_household_members_*_household_weight)","Combined_hh_categorisation_and_food_code","Estimate_of_average_expenditure:0.5*(ew/mw)","calc1:ew2/(ew*ew)","calc2:ewmw/(ew*mw)","calc3:mw2/(mw*mw)","standard_error:estimate_of_average_expenditure_*_(Square_Root(calc1-calc2+calc3)","residual_standard_error:standard_error_*_100/Estimate_of_average_expenditure"
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","23101","Other fresh fruit",23762.22,86142773.0626,1849.64,124214.725,1424455.079,"4_23101",6.42347159447244,0.152561455484111,0.0648193292254286,0.0363076938327854,2.2623921089108,35.2207069905571
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","23301","Tinned peaches, pears and pineapples",807,651249,1849.64,124214.725,26049.96,"4_23301",0.218150559027703,1,0.0349040894444324,0.0363076938327854,0.218303603883913,100.070155610369
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","23601","All other tinned or bottled fruit",6209.3,9893993.05,1849.64,124214.725,233040.877,"4_23601",1.67851581929457,0.256617526586477,0.0405818881653585,0.0363076938327854,0.843182055775026,50.2337866633508
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","24001","Dried fruit",8400.34,23489471.6356,1849.64,124214.725,225049.9632,"4_24001",2.27080404835536,0.332873727641546,0.0289684240232478,0.0363076938327854,1.32450960021969,58.3277804696085
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","24101","Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",1046.5,1095162.25,1849.64,124214.725,84243.25,"4_24101",0.282892887264549,1,0.0870439653121688,0.0363076938327854,0.275623010221794,97.4301661971597
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","24502","Nuts & edible seeds",44023.37,365750644.9367,1849.64,124214.725,1539491.3708,"4_24502",11.9005238857291,0.188720262047371,0.0378126191883142,0.0363076938327854,5.1491648032532,43.2683876163467
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","24503","Peanut butter",5433.75,22392214.0625,1849.64,124214.725,658933.5125,"4_24503",1.46886691464285,0.758398963527938,0.131124766974469,0.0363076938327854,1.19654685985229,81.4605358677595
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","24801","Pure fruit juices",98237.24,622028123.5286,1849.64,124214.725,5245857.5762,"4_24801",26.5557730152895,0.0644551637414987,0.0577408442951368,0.0363076938327854,5.5081316635722,20.7417485471084
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","25102","White bread, standard, unsliced",10422.1,38214189.41,1849.64,124214.725,395147.583,"4_25102",2.81733202136632,0.351814860622899,0.0409965093977488,0.0363076938327854,1.65989887864453,58.9174036306706
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","25202","White bread, standard, sliced",35243.61,91024319.2635,1849.64,124214.725,1570429.3236,"4_25202",9.52715393265716,0.073281890767368,0.0481815532068941,0.0363076938327854,2.36089009338208,24.7806439370044
